,Регион,Год,Выброс загрезнений(тыс.тонн),Unnamed: 0,index,ranks
258,Туркестанская ,2043,-3,782.8,780.8,252
257,Туркестанская ,2043,-3,782.7,778.2,253
256,Туркестанская ,2043,-3,782.6,775.6,254
255,Туркестанская ,2043,-3,782.5,773.0,255
254,Туркестанская ,2043,-3,782.4,770.4,256
253,Туркестанская ,2043,-3,782.3,767.8,257
252,Туркестанская ,2043,-3,782.2,765.2,258
251,Туркестанская ,2043,-3,782.1,762.6,259
250,Туркестанская ,2043,-3,782.0,760.0,260
330,Южно-Казахстанская,2043,150,810.0,769.0,331
331,Южно-Казахстанская,2043,150,810.1,770.0,332
332,Южно-Казахстанская,2043,150,810.2,771.0,333
333,Южно-Казахстанская,2043,150,810.3,772.0,334
334,Южно-Казахстанская,2043,151,810.4,773.0,335
335,Южно-Казахстанская,2043,151,810.5,774.0,336
336,Южно-Казахстанская,2043,151,810.6,775.0,337
337,Южно-Казахстанская,2043,152,810.7,776.0,338
338,Южно-Казахстанская,2043,152,810.8,777.0,339
339,Южно-Казахстанская,2043,152,810.9,778.0,340
250,г.Шымкент,2043,47,894.0,757.0,251
251,г.Шымкент,2043,47,894.1,759.7,252
252,г.Шымкент,2043,47,894.2,762.4,253
253,г.Шымкент,2043,47,894.3,765.1,254
254,г.Шымкент,2043,47,894.4,767.8,255
255,г.Шымкент,2043,47,894.5,770.5,256
256,г.Шымкент,2043,47,894.6,773.2,257
257,г.Шымкент,2043,47,894.7,775.9,258
258,г.Шымкент,2043,47,894.8,778.6,259
259,г.Шымкент,2043,47,894.9,781.3,260
210,Ұлытау,2043,105,922.0,762.0,211
211,Ұлытау,2043,105,922.1,765.1,212
212,Ұлытау,2043,105,922.2,768.2,213
213,Ұлытау,2043,105,922.3,771.3,214
214,Ұлытау,2043,105,922.4,774.4,215
215,Ұлытау,2043,105,922.5,777.5,216
216,Ұлытау,2043,105,922.6,780.6,217
217,Ұлытау,2043,105,922.7,783.7,218
218,Ұлытау,2043,105,922.8,786.8,219
219,Ұлытау,2043,105,922.9,789.9,220
220,Абай,2044,39,335.0,780.0,221
221,Абай,2044,39,335.1,783.0,222
222,Абай,2044,39,335.2,786.0,223
223,Абай,2044,39,335.3,789.0,224
224,Абай,2044,39,335.4,792.0,225
225,Абай,2044,39,335.5,795.0,226
226,Абай,2044,39,335.6,798.0,227
227,Абай,2044,39,335.7,801.0,228
228,Абай,2044,39,335.8,804.0,229
229,Абай,2044,39,335.9,807.0,230
390,Акмолинская,2044,110,363.0,777.0,391
391,Акмолинская,2044,110,363.1,779.3,392
392,Акмолинская,2044,110,363.2,781.6,393
393,Акмолинская,2044,110,363.3,783.9,394
394,Акмолинская,2044,110,363.4,786.2,395
395,Акмолинская,2044,110,363.5,788.5,396
396,Акмолинская,2044,110,363.6,790.8,397
397,Акмолинская,2044,110,363.7,793.1,398
398,Акмолинская,2044,110,363.8,795.4,399
399,Акмолинская,2044,110,363.9,797.7,400
399,Актюбинская,2044,50,391.9,811.1,391
398,Актюбинская,2044,50,391.8,808.2,392
397,Актюбинская,2044,50,391.7,805.3,393
396,Актюбинская,2044,51,391.6,802.4,394
395,Актюбинская,2044,51,391.5,799.5,395
394,Актюбинская,2044,51,391.4,796.6,396
393,Актюбинская,2044,52,391.3,793.7,397
392,Актюбинская,2044,52,391.2,790.8,398
391,Актюбинская,2044,52,391.1,787.9,399
390,Актюбинская,2044,53,391.0,785.0,400
399,Алматинская,2044,-7,419.9,802.7,391
398,Алматинская,2044,-7,419.8,801.4,392
397,Алматинская,2044,-7,419.7,800.1,393
396,Алматинская,2044,-6,419.6,798.8,394
395,Алматинская,2044,-6,419.5,797.5,395
394,Алматинская,2044,-6,419.4,796.2,396
393,Алматинская,2044,-5,419.3,794.9,397
392,Алматинская,2044,-5,419.2,793.6,398
391,Алматинская,2044,-5,419.1,792.3,399
390,Алматинская,2044,-5,419.0,791.0,400
390,Алматы,2044,100,839.0,776.0,391
391,Алматы,2044,100,839.1,778.5,392
392,Алматы,2044,100,839.2,781.0,393
393,Алматы,2044,100,839.3,783.5,394
394,Алматы,2044,100,839.4,786.0,395
395,Алматы,2044,101,839.5,788.5,396
396,Алматы,2044,101,839.6,791.0,397
397,Алматы,2044,101,839.7,793.5,398
398,Алматы,2044,101,839.8,796.0,399
399,Алматы,2044,101,839.9,798.5,400
390,Астана,2044,87,867.0,782.0,391
391,Астана,2044,87,867.1,785.6,392
392,Астана,2044,87,867.2,789.2,393
393,Астана,2044,87,867.3,792.8,394
394,Астана,2044,87,867.4,796.4,395
395,Астана,2044,87,867.5,800.0,396
396,Астана,2044,87,867.6,803.6,397
397,Астана,2044,87,867.7,807.2,398
398,Астана,2044,87,867.8,810.8,399
399,Астана,2044,87,867.9,814.4,400
390,Атырауская,2044,265,447.0,792.0,391
391,Атырауская,2044,265,447.1,793.3,392
392,Атырауская,2044,266,447.2,794.6,393
393,Атырауская,2044,266,447.3,795.9,394
394,Атырауская,2044,267,447.4,797.2,395
395,Атырауская,2044,267,447.5,798.5,396
396,Атырауская,2044,268,447.6,799.8,397
397,Атырауская,2044,268,447.7,801.1,398
398,Атырауская,2044,269,447.8,802.4,399
399,Атырауская,2044,269,447.9,803.7,400
399,ВКО,2044,38,475.9,809.4,391
398,ВКО,2044,38,475.8,807.8,392
397,ВКО,2044,38,475.7,806.2,393
396,ВКО,2044,39,475.6,804.6,394
395,ВКО,2044,39,475.5,803.0,395
394,ВКО,2044,39,475.4,801.4,396
393,ВКО,2044,40,475.3,799.8,397
392,ВКО,2044,40,475.2,798.2,398
391,ВКО,2044,40,475.1,796.6,399
390,ВКО,2044,41,475.0,795.0,400
390,Жамбылская,2044,117,503.0,787.0,391
391,Жамбылская,2044,117,503.1,788.2,392
392,Жамбылская,2044,117,503.2,789.4,393
393,Жамбылская,2044,117,503.3,790.6,394
394,Жамбылская,2044,118,503.4,791.8,395
395,Жамбылская,2044,118,503.5,793.0,396
396,Жамбылская,2044,118,503.6,794.2,397
397,Жамбылская,2044,119,503.7,795.4,398
398,Жамбылская,2044,119,503.8,796.6,399
399,Жамбылская,2044,119,503.9,797.8,400
220,Жетісу,2044,13,531.0,783.0,221
221,Жетісу,2044,13,531.1,785.3,222
222,Жетісу,2044,13,531.2,787.6,223
223,Жетісу,2044,13,531.3,789.9,224
224,Жетісу,2044,13,531.4,792.2,225
225,Жетісу,2044,13,531.5,794.5,226
226,Жетісу,2044,13,531.6,796.8,227
227,Жетісу,2044,13,531.7,799.1,228
228,Жетісу,2044,13,531.8,801.4,229
229,Жетісу,2044,13,531.9,803.7,230
399,ЗКО,2044,-8,559.9,812.5,391
398,ЗКО,2044,-8,559.8,809.0,392
397,ЗКО,2044,-8,559.7,805.5,393
396,ЗКО,2044,-8,559.6,802.0,394
395,ЗКО,2044,-8,559.5,798.5,395
394,ЗКО,2044,-7,559.4,795.0,396
393,ЗКО,2044,-7,559.3,791.5,397
392,ЗКО,2044,-7,559.2,788.0,398
391,ЗКО,2044,-7,559.1,784.5,399
390,ЗКО,2044,-7,559.0,781.0,400
399,Карагандинская,2044,-582,587.9,799.6,391
398,Карагандинская,2044,-578,587.8,797.2,392
397,Карагандинская,2044,-574,587.7,794.8,393
396,Карагандинская,2044,-570,587.6,792.4,394
395,Карагандинская,2044,-566,587.5,790.0,395
394,Карагандинская,2044,-561,587.4,787.6,396
393,Карагандинская,2044,-557,587.3,785.2,397
392,Карагандинская,2044,-553,587.2,782.8,398
391,Карагандинская,2044,-549,587.1,780.4,399
390,Карагандинская,2044,-545,587.0,778.0,400
390,Костанайская,2044,146,615.0,789.0,391
391,Костанайская,2044,146,615.1,792.0,392
392,Костанайская,2044,146,615.2,795.0,393
393,Костанайская,2044,146,615.3,798.0,394
394,Костанайская,2044,146,615.4,801.0,395
395,Костанайская,2044,146,615.5,804.0,396
396,Костанайская,2044,146,615.6,807.0,397
397,Костанайская,2044,146,615.7,810.0,398
398,Костанайская,2044,146,615.8,813.0,399
399,Костанайская,2044,146,615.9,816.0,400
390,Кызылординская,2044,8,643.0,797.0,391
391,Кызылординская,2044,8,643.1,799.0,392
392,Кызылординская,2044,8,643.2,801.0,393
393,Кызылординская,2044,8,643.3,803.0,394
394,Кызылординская,2044,8,643.4,805.0,395
395,Кызылординская,2044,8,643.5,807.0,396
396,Кызылординская,2044,8,643.6,809.0,397
397,Кызылординская,2044,8,643.7,811.0,398
398,Кызылординская,2044,8,643.8,813.0,399
399,Кызылординская,2044,8,643.9,815.0,400
390,Мангистауская,2044,84,671.0,796.0,391
391,Мангистауская,2044,84,671.1,797.7,392
392,Мангистауская,2044,84,671.2,799.4,393
393,Мангистауская,2044,84,671.3,801.1,394
394,Мангистауская,2044,84,671.4,802.8,395
395,Мангистауская,2044,84,671.5,804.5,396
396,Мангистауская,2044,84,671.6,806.2,397
397,Мангистауская,2044,84,671.7,807.9,398
398,Мангистауская,2044,84,671.8,809.6,399
399,Мангистауская,2044,84,671.9,811.3,400
390,Павлодарская,2044,918,699.0,788.0,391
391,Павлодарская,2044,918,699.1,789.9,392
392,Павлодарская,2044,919,699.2,791.8,393
393,Павлодарская,2044,920,699.3,793.7,394
394,Павлодарская,2044,921,699.4,795.6,395
395,Павлодарская,2044,922,699.5,797.5,396
396,Павлодарская,2044,923,699.6,799.4,397
397,Павлодарская,2044,924,699.7,801.3,398
398,Павлодарская,2044,925,699.8,803.2,399
399,Павлодарская,2044,926,699.9,805.1,400
399,Республика Казахстан,2044,1620,727.9,807.5,391
398,Республика Казахстан,2044,1623,727.8,806.0,392
397,Республика Казахстан,2044,1625,727.7,804.5,393
396,Республика Казахстан,2044,1628,727.6,803.0,394
395,Республика Казахстан,2044,1631,727.5,801.5,395
394,Республика Казахстан,2044,1633,727.4,800.0,396
393,Республика Казахстан,2044,1636,727.3,798.5,397
392,Республика Казахстан,2044,1638,727.2,797.0,398
391,Республика Казахстан,2044,1641,727.1,795.5,399
390,Республика Казахстан,2044,1644,727.0,794.0,400
399,СКО,2044,64,755.9,801.7,391
398,СКО,2044,64,755.8,800.4,392
397,СКО,2044,64,755.7,799.1,393
396,СКО,2044,64,755.6,797.8,394
395,СКО,2044,64,755.5,796.5,395
394,СКО,2044,64,755.4,795.2,396
393,СКО,2044,64,755.3,793.9,397
392,СКО,2044,64,755.2,792.6,398
391,СКО,2044,64,755.1,791.3,399
390,СКО,2044,65,755.0,790.0,400
269,Туркестанская ,2044,-5,783.9,812.1,261
268,Туркестанская ,2044,-5,783.8,809.2,262
267,Туркестанская ,2044,-5,783.7,806.3,263
266,Туркестанская ,2044,-5,783.6,803.4,264
265,Туркестанская ,2044,-5,783.5,800.5,265
264,Туркестанская ,2044,-4,783.4,797.6,266
263,Туркестанская ,2044,-4,783.3,794.7,267
262,Туркестанская ,2044,-4,783.2,791.8,268
261,Туркестанская ,2044,-4,783.1,788.9,269
260,Туркестанская ,2044,-4,783.0,786.0,270
340,Южно-Казахстанская,2044,153,811.0,779.0,341
341,Южно-Казахстанская,2044,153,811.1,781.9,342
342,Южно-Казахстанская,2044,153,811.2,784.8,343
343,Южно-Казахстанская,2044,154,811.3,787.7,344
344,Южно-Казахстанская,2044,154,811.4,790.6,345
345,Южно-Казахстанская,2044,155,811.5,793.5,346
346,Южно-Казахстанская,2044,155,811.6,796.4,347
347,Южно-Казахстанская,2044,155,811.7,799.3,348
348,Южно-Казахстанская,2044,156,811.8,802.2,349
349,Южно-Казахстанская,2044,156,811.9,805.1,350
260,г.Шымкент,2044,48,895.0,784.0,261
261,г.Шымкент,2044,48,895.1,786.8,262
262,г.Шымкент,2044,48,895.2,789.6,263
263,г.Шымкент,2044,48,895.3,792.4,264
264,г.Шымкент,2044,48,895.4,795.2,265
265,г.Шымкент,2044,48,895.5,798.0,266
266,г.Шымкент,2044,48,895.6,800.8,267
267,г.Шымкент,2044,48,895.7,803.6,268
268,г.Шымкент,2044,48,895.8,806.4,269
269,г.Шымкент,2044,48,895.9,809.2,270
220,Ұлытау,2044,105,923.0,793.0,221
221,Ұлытау,2044,105,923.1,793.5,222
222,Ұлытау,2044,105,923.2,794.0,223
223,Ұлытау,2044,105,923.3,794.5,224
224,Ұлытау,2044,105,923.4,795.0,225
225,Ұлытау,2044,105,923.5,795.5,226
226,Ұлытау,2044,105,923.6,796.0,227
227,Ұлытау,2044,105,923.7,796.5,228
228,Ұлытау,2044,105,923.8,797.0,229
229,Ұлытау,2044,105,923.9,797.5,230
230,Абай,2045,39,336.0,810.0,231
231,Абай,2045,39,336.1,811.1,232
232,Абай,2045,39,336.2,812.2,233
233,Абай,2045,39,336.3,813.3,234
234,Абай,2045,39,336.4,814.4,235
235,Абай,2045,39,336.5,815.5,236
236,Абай,2045,39,336.6,816.6,237
237,Абай,2045,39,336.7,817.7,238
238,Абай,2045,39,336.8,818.8,239
239,Абай,2045,39,336.9,819.9,240
400,Акмолинская,2045,111,364.0,800.0,401
401,Акмолинская,2045,111,364.1,803.2,402
402,Акмолинская,2045,111,364.2,806.4,403
403,Акмолинская,2045,111,364.3,809.6,404
404,Акмолинская,2045,111,364.4,812.8,405
405,Акмолинская,2045,111,364.5,816.0,406
406,Акмолинская,2045,111,364.6,819.2,407
407,Акмолинская,2045,111,364.7,822.4,408
408,Акмолинская,2045,111,364.8,825.6,409
409,Акмолинская,2045,111,364.9,828.8,410
409,Актюбинская,2045,47,392.9,831.1,401
408,Актюбинская,2045,47,392.8,829.2,402
407,Актюбинская,2045,47,392.7,827.3,403
406,Актюбинская,2045,48,392.6,825.4,404
405,Актюбинская,2045,48,392.5,823.5,405
404,Актюбинская,2045,48,392.4,821.6,406
403,Актюбинская,2045,49,392.3,819.7,407
402,Актюбинская,2045,49,392.2,817.8,408
401,Актюбинская,2045,49,392.1,815.9,409
400,Актюбинская,2045,50,392.0,814.0,410
409,Алматинская,2045,-9,420.9,833.7,401
408,Алматинская,2045,-9,420.8,830.4,402
407,Алматинская,2045,-9,420.7,827.1,403
406,Алматинская,2045,-9,420.6,823.8,404
405,Алматинская,2045,-9,420.5,820.5,405
404,Алматинская,2045,-8,420.4,817.2,406
403,Алматинская,2045,-8,420.3,813.9,407
402,Алматинская,2045,-8,420.2,810.6,408
401,Алматинская,2045,-8,420.1,807.3,409
400,Алматинская,2045,-8,420.0,804.0,410
400,Алматы,2045,102,840.0,801.0,401
401,Алматы,2045,102,840.1,803.5,402
402,Алматы,2045,102,840.2,806.0,403
403,Алматы,2045,102,840.3,808.5,404
404,Алматы,2045,102,840.4,811.0,405
405,Алматы,2045,103,840.5,813.5,406
406,Алматы,2045,103,840.6,816.0,407
407,Алматы,2045,103,840.7,818.5,408
408,Алматы,2045,103,840.8,821.0,409
409,Алматы,2045,103,840.9,823.5,410
400,Астана,2045,88,868.0,818.0,401
401,Астана,2045,88,868.1,818.9,402
402,Астана,2045,88,868.2,819.8,403
403,Астана,2045,88,868.3,820.7,404
404,Астана,2045,88,868.4,821.6,405
405,Астана,2045,88,868.5,822.5,406
406,Астана,2045,88,868.6,823.4,407
407,Астана,2045,88,868.7,824.3,408
408,Астана,2045,88,868.8,825.2,409
409,Астана,2045,88,868.9,826.1,410
400,Атырауская,2045,270,448.0,805.0,401
401,Атырауская,2045,270,448.1,807.5,402
402,Атырауская,2045,270,448.2,810.0,403
403,Атырауская,2045,271,448.3,812.5,404
404,Атырауская,2045,271,448.4,815.0,405
405,Атырауская,2045,272,448.5,817.5,406
406,Атырауская,2045,272,448.6,820.0,407
407,Атырауская,2045,272,448.7,822.5,408
408,Атырауская,2045,273,448.8,825.0,409
409,Атырауская,2045,273,448.9,827.5,410
409,ВКО,2045,35,476.9,827.2,401
408,ВКО,2045,35,476.8,825.4,402
407,ВКО,2045,35,476.7,823.6,403
406,ВКО,2045,36,476.6,821.8,404
405,ВКО,2045,36,476.5,820.0,405
404,ВКО,2045,36,476.4,818.2,406
403,ВКО,2045,37,476.3,816.4,407
402,ВКО,2045,37,476.2,814.6,408
401,ВКО,2045,37,476.1,812.8,409
400,ВКО,2045,38,476.0,811.0,410
400,Жамбылская,2045,120,504.0,799.0,401
401,Жамбылская,2045,120,504.1,803.2,402
402,Жамбылская,2045,120,504.2,807.4,403
403,Жамбылская,2045,120,504.3,811.6,404
404,Жамбылская,2045,121,504.4,815.8,405
405,Жамбылская,2045,121,504.5,820.0,406
406,Жамбылская,2045,121,504.6,824.2,407
407,Жамбылская,2045,122,504.7,828.4,408
408,Жамбылская,2045,122,504.8,832.6,409
409,Жамбылская,2045,122,504.9,836.8,410
230,Жетісу,2045,13,532.0,806.0,231
231,Жетісу,2045,13,532.1,807.7,232
232,Жетісу,2045,13,532.2,809.4,233
233,Жетісу,2045,13,532.3,811.1,234
234,Жетісу,2045,13,532.4,812.8,235
235,Жетісу,2045,13,532.5,814.5,236
236,Жетісу,2045,13,532.6,816.2,237
237,Жетісу,2045,13,532.7,817.9,238
238,Жетісу,2045,13,532.8,819.6,239
239,Жетісу,2045,13,532.9,821.3,240
409,ЗКО,2045,-10,560.9,819.6,401
408,ЗКО,2045,-10,560.8,819.2,402
407,ЗКО,2045,-10,560.7,818.8,403
406,ЗКО,2045,-10,560.6,818.4,404
405,ЗКО,2045,-10,560.5,818.0,405
404,ЗКО,2045,-9,560.4,817.6,406
403,ЗКО,2045,-9,560.3,817.2,407
402,ЗКО,2045,-9,560.2,816.8,408
401,ЗКО,2045,-9,560.1,816.4,409
400,ЗКО,2045,-9,560.0,816.0,410
409,Карагандинская,2045,-625,588.9,835.3,401
408,Карагандинская,2045,-621,588.8,831.6,402
407,Карагандинская,2045,-617,588.7,827.9,403
406,Карагандинская,2045,-612,588.6,824.2,404
405,Карагандинская,2045,-608,588.5,820.5,405
404,Карагандинская,2045,-604,588.4,816.8,406
403,Карагандинская,2045,-599,588.3,813.1,407
402,Карагандинская,2045,-595,588.2,809.4,408
401,Карагандинская,2045,-591,588.1,805.7,409
400,Карагандинская,2045,-587,588.0,802.0,410
400,Костанайская,2045,147,616.0,819.0,401
401,Костанайская,2045,147,616.1,820.6,402
402,Костанайская,2045,147,616.2,822.2,403
403,Костанайская,2045,147,616.3,823.8,404
404,Костанайская,2045,147,616.4,825.4,405
405,Костанайская,2045,147,616.5,827.0,406
406,Костанайская,2045,147,616.6,828.6,407
407,Костанайская,2045,147,616.7,830.2,408
408,Костанайская,2045,147,616.8,831.8,409
409,Костанайская,2045,147,616.9,833.4,410
409,Кызылординская,2045,7,644.9,829.6,401
408,Кызылординская,2045,7,644.8,828.2,402
407,Кызылординская,2045,7,644.7,826.8,403
406,Кызылординская,2045,7,644.6,825.4,404
405,Кызылординская,2045,7,644.5,824.0,405
404,Кызылординская,2045,7,644.4,822.6,406
403,Кызылординская,2045,7,644.3,821.2,407
402,Кызылординская,2045,7,644.2,819.8,408
401,Кызылординская,2045,7,644.1,818.4,409
400,Кызылординская,2045,8,644.0,817.0,410
400,Мангистауская,2045,84,672.0,813.0,401
401,Мангистауская,2045,84,672.1,814.2,402
402,Мангистауская,2045,84,672.2,815.4,403
403,Мангистауская,2045,84,672.3,816.6,404
404,Мангистауская,2045,84,672.4,817.8,405
405,Мангистауская,2045,84,672.5,819.0,406
406,Мангистауская,2045,84,672.6,820.2,407
407,Мангистауская,2045,84,672.7,821.4,408
408,Мангистауская,2045,84,672.8,822.6,409
409,Мангистауская,2045,84,672.9,823.8,410
400,Павлодарская,2045,927,700.0,807.0,401
401,Павлодарская,2045,928,700.1,808.7,402
402,Павлодарская,2045,929,700.2,810.4,403
403,Павлодарская,2045,930,700.3,812.1,404
404,Павлодарская,2045,931,700.4,813.8,405
405,Павлодарская,2045,932,700.5,815.5,406
406,Павлодарская,2045,933,700.6,817.2,407
407,Павлодарская,2045,934,700.7,818.9,408
408,Павлодарская,2045,935,700.8,820.6,409
409,Павлодарская,2045,936,700.9,822.3,410
409,Республика Казахстан,2045,1593,728.9,820.7,401
408,Республика Казахстан,2045,1596,728.8,819.4,402
407,Республика Казахстан,2045,1599,728.7,818.1,403
406,Республика Казахстан,2045,1601,728.6,816.8,404
405,Республика Казахстан,2045,1604,728.5,815.5,405
404,Республика Казахстан,2045,1607,728.4,814.2,406
403,Республика Казахстан,2045,1609,728.3,812.9,407
402,Республика Казахстан,2045,1612,728.2,811.6,408
401,Республика Казахстан,2045,1615,728.1,810.3,409
400,Республика Казахстан,2045,1618,728.0,809.0,410
400,СКО,2045,64,756.0,803.0,401
401,СКО,2045,64,756.1,806.1,402
402,СКО,2045,64,756.2,809.2,403
403,СКО,2045,64,756.3,812.3,404
404,СКО,2045,64,756.4,815.4,405
405,СКО,2045,64,756.5,818.5,406
406,СКО,2045,64,756.6,821.6,407
407,СКО,2045,64,756.7,824.7,408
408,СКО,2045,64,756.8,827.8,409
409,СКО,2045,64,756.9,830.9,410
279,Туркестанская ,2045,-6,784.9,833.9,271
278,Туркестанская ,2045,-6,784.8,831.8,272
277,Туркестанская ,2045,-6,784.7,829.7,273
276,Туркестанская ,2045,-6,784.6,827.6,274
275,Туркестанская ,2045,-6,784.5,825.5,275
274,Туркестанская ,2045,-6,784.4,823.4,276
273,Туркестанская ,2045,-6,784.3,821.3,277
272,Туркестанская ,2045,-6,784.2,819.2,278
271,Туркестанская ,2045,-6,784.1,817.1,279
270,Туркестанская ,2045,-6,784.0,815.0,280
350,Южно-Казахстанская,2045,157,812.0,808.0,351
351,Южно-Казахстанская,2045,157,812.1,811.0,352
352,Южно-Казахстанская,2045,157,812.2,814.0,353
353,Южно-Казахстанская,2045,157,812.3,817.0,354
354,Южно-Казахстанская,2045,158,812.4,820.0,355
355,Южно-Казахстанская,2045,158,812.5,823.0,356
356,Южно-Казахстанская,2045,158,812.6,826.0,357
357,Южно-Казахстанская,2045,159,812.7,829.0,358
358,Южно-Казахстанская,2045,159,812.8,832.0,359
359,Южно-Казахстанская,2045,159,812.9,835.0,360
270,г.Шымкент,2045,48,896.0,812.0,271
271,г.Шымкент,2045,48,896.1,813.6,272
272,г.Шымкент,2045,48,896.2,815.2,273
273,г.Шымкент,2045,48,896.3,816.8,274
274,г.Шымкент,2045,48,896.4,818.4,275
275,г.Шымкент,2045,48,896.5,820.0,276
276,г.Шымкент,2045,48,896.6,821.6,277
277,г.Шымкент,2045,48,896.7,823.2,278
278,г.Шымкент,2045,48,896.8,824.8,279
279,г.Шымкент,2045,48,896.9,826.4,280
230,Ұлытау,2045,105,924.0,798.0,231
231,Ұлытау,2045,105,924.1,802.2,232
232,Ұлытау,2045,105,924.2,806.4,233
233,Ұлытау,2045,105,924.3,810.6,234
234,Ұлытау,2045,105,924.4,814.8,235
235,Ұлытау,2045,105,924.5,819.0,236
236,Ұлытау,2045,105,924.6,823.2,237
237,Ұлытау,2045,105,924.7,827.4,238
238,Ұлытау,2045,105,924.8,831.6,239
239,Ұлытау,2045,105,924.9,835.8,240
240,Абай,2046,39,337.0,821.0,241
241,Абай,2046,39,337.1,823.4,242
242,Абай,2046,39,337.2,825.8,243
243,Абай,2046,39,337.3,828.2,244
244,Абай,2046,39,337.4,830.6,245
245,Абай,2046,39,337.5,833.0,246
246,Абай,2046,39,337.6,835.4,247
247,Абай,2046,39,337.7,837.8,248
248,Абай,2046,39,337.8,840.2,249
249,Абай,2046,39,337.9,842.6,250
410,Акмолинская,2046,112,365.0,832.0,411
411,Акмолинская,2046,112,365.1,834.8,412
412,Акмолинская,2046,112,365.2,837.6,413
413,Акмолинская,2046,112,365.3,840.4,414
414,Акмолинская,2046,112,365.4,843.2,415
415,Акмолинская,2046,112,365.5,846.0,416
416,Акмолинская,2046,112,365.6,848.8,417
417,Акмолинская,2046,112,365.7,851.6,418
418,Акмолинская,2046,112,365.8,854.4,419
419,Акмолинская,2046,112,365.9,857.2,420
419,Актюбинская,2046,44,393.9,860.0,411
418,Актюбинская,2046,44,393.8,857.0,412
417,Актюбинская,2046,44,393.7,854.0,413
416,Актюбинская,2046,45,393.6,851.0,414
415,Актюбинская,2046,45,393.5,848.0,415
414,Актюбинская,2046,45,393.4,845.0,416
413,Актюбинская,2046,46,393.3,842.0,417
412,Актюбинская,2046,46,393.2,839.0,418
411,Актюбинская,2046,46,393.1,836.0,419
410,Актюбинская,2046,47,393.0,833.0,420
419,Алматинская,2046,-11,421.9,852.3,411
418,Алматинская,2046,-11,421.8,850.6,412
417,Алматинская,2046,-11,421.7,848.9,413
416,Алматинская,2046,-11,421.6,847.2,414
415,Алматинская,2046,-11,421.5,845.5,415
414,Алматинская,2046,-10,421.4,843.8,416
413,Алматинская,2046,-10,421.3,842.1,417
412,Алматинская,2046,-10,421.2,840.4,418
411,Алматинская,2046,-10,421.1,838.7,419
410,Алматинская,2046,-10,421.0,837.0,420
410,Алматы,2046,104,841.0,826.0,411
411,Алматы,2046,104,841.1,829.2,412
412,Алматы,2046,104,841.2,832.4,413
413,Алматы,2046,104,841.3,835.6,414
414,Алматы,2046,105,841.4,838.8,415
415,Алматы,2046,105,841.5,842.0,416
416,Алматы,2046,105,841.6,845.2,417
417,Алматы,2046,106,841.7,848.4,418
418,Алматы,2046,106,841.8,851.6,419
419,Алматы,2046,106,841.9,854.8,420
410,Астана,2046,88,869.0,827.0,411
411,Астана,2046,88,869.1,829.5,412
412,Астана,2046,88,869.2,832.0,413
413,Астана,2046,88,869.3,834.5,414
414,Астана,2046,88,869.4,837.0,415
415,Астана,2046,88,869.5,839.5,416
416,Астана,2046,88,869.6,842.0,417
417,Астана,2046,88,869.7,844.5,418
418,Астана,2046,88,869.8,847.0,419
419,Астана,2046,88,869.9,849.5,420
410,Атырауская,2046,274,449.0,830.0,411
411,Атырауская,2046,274,449.1,832.3,412
412,Атырауская,2046,275,449.2,834.6,413
413,Атырауская,2046,275,449.3,836.9,414
414,Атырауская,2046,276,449.4,839.2,415
415,Атырауская,2046,276,449.5,841.5,416
416,Атырауская,2046,277,449.6,843.8,417
417,Атырауская,2046,277,449.7,846.1,418
418,Атырауская,2046,278,449.8,848.4,419
419,Атырауская,2046,278,449.9,850.7,420
419,ВКО,2046,32,477.9,852.4,411
418,ВКО,2046,32,477.8,849.8,412
417,ВКО,2046,32,477.7,847.2,413
416,ВКО,2046,33,477.6,844.6,414
415,ВКО,2046,33,477.5,842.0,415
414,ВКО,2046,33,477.4,839.4,416
413,ВКО,2046,34,477.3,836.8,417
412,ВКО,2046,34,477.2,834.2,418
411,ВКО,2046,34,477.1,831.6,419
410,ВКО,2046,35,477.0,829.0,420
410,Жамбылская,2046,123,505.0,841.0,411
411,Жамбылская,2046,123,505.1,841.3,412
412,Жамбылская,2046,123,505.2,841.6,413
413,Жамбылская,2046,123,505.3,841.9,414
414,Жамбылская,2046,123,505.4,842.2,415
415,Жамбылская,2046,124,505.5,842.5,416
416,Жамбылская,2046,124,505.6,842.8,417
417,Жамбылская,2046,124,505.7,843.1,418
418,Жамбылская,2046,124,505.8,843.4,419
419,Жамбылская,2046,124,505.9,843.7,420
240,Жетісу,2046,13,533.0,823.0,241
241,Жетісу,2046,13,533.1,825.0,242
242,Жетісу,2046,13,533.2,827.0,243
243,Жетісу,2046,13,533.3,829.0,244
244,Жетісу,2046,13,533.4,831.0,245
245,Жетісу,2046,13,533.5,833.0,246
246,Жетісу,2046,13,533.6,835.0,247
247,Жетісу,2046,13,533.7,837.0,248
248,Жетісу,2046,13,533.8,839.0,249
249,Жетісу,2046,13,533.9,841.0,250
419,ЗКО,2046,-12,561.9,853.3,411
418,ЗКО,2046,-12,561.8,849.6,412
417,ЗКО,2046,-12,561.7,845.9,413
416,ЗКО,2046,-12,561.6,842.2,414
415,ЗКО,2046,-12,561.5,838.5,415
414,ЗКО,2046,-11,561.4,834.8,416
413,ЗКО,2046,-11,561.3,831.1,417
412,ЗКО,2046,-11,561.2,827.4,418
