,Регион,Год,Выделенный бюджет на защиту экологии,Unnamed: 0,index,ranks
30,Кызылординская,2008,2375655,,60.0,40
30,Мангистауская,2008,19448415,,61.0,31
31,Мангистауская,2008,19584244,,62.7,32
32,Мангистауская,2008,19720074,,64.4,33
33,Мангистауская,2008,19855904,,66.1,34
34,Мангистауская,2008,19991733,,67.8,35
35,Мангистауская,2008,20127563,,69.5,36
36,Мангистауская,2008,20263393,,71.2,37
37,Мангистауская,2008,20399222,,72.9,38
38,Мангистауская,2008,20535052,,74.6,39
39,Мангистауская,2008,20670882,,76.3,40
30,Павлодарская,2008,11254772,,63.0,31
31,Павлодарская,2008,11904304,,64.7,32
32,Павлодарская,2008,12553836,,66.4,33
33,Павлодарская,2008,13203368,,68.1,34
34,Павлодарская,2008,13852900,,69.8,35
35,Павлодарская,2008,14502432,,71.5,36
36,Павлодарская,2008,15151964,,73.2,37
37,Павлодарская,2008,15801496,,74.9,38
38,Павлодарская,2008,16451028,,76.6,39
39,Павлодарская,2008,17100560,,78.3,40
30,Республика Казахстан,2008,91288342,,51.0,31
31,Республика Казахстан,2008,92392296,,52.7,32
32,Республика Казахстан,2008,93496251,,54.4,33
33,Республика Казахстан,2008,94600205,,56.1,34
34,Республика Казахстан,2008,95704160,,57.8,35
35,Республика Казахстан,2008,96808114,,59.5,36
36,Республика Казахстан,2008,97912069,,61.2,37
37,Республика Казахстан,2008,99016023,,62.9,38
38,Республика Казахстан,2008,100119978,,64.6,39
39,Республика Казахстан,2008,101223932,,66.3,40
30,СКО,2008,269618,,64.0,31
31,СКО,2008,277122,,65.7,32
32,СКО,2008,284627,,67.4,33
33,СКО,2008,292132,,69.1,34
34,СКО,2008,299636,,70.8,35
35,СКО,2008,307141,,72.5,36
36,СКО,2008,314646,,74.2,37
37,СКО,2008,322150,,75.9,38
38,СКО,2008,329655,,77.6,39
39,СКО,2008,337160,,79.3,40
30,Южно-Казахстанская,2008,2049136,,62.0,31
31,Южно-Казахстанская,2008,2090146,,63.7,32
32,Южно-Казахстанская,2008,2131157,,65.4,33
33,Южно-Казахстанская,2008,2172168,,67.1,34
34,Южно-Казахстанская,2008,2213178,,68.8,35
35,Южно-Казахстанская,2008,2254189,,70.5,36
36,Южно-Казахстанская,2008,2295200,,72.2,37
37,Южно-Казахстанская,2008,2336210,,73.9,38
38,Южно-Казахстанская,2008,2377221,,75.6,39
39,Южно-Казахстанская,2008,2418232,,77.3,40
49,Акмолинская,2009,748233,,84.3,41
48,Акмолинская,2009,946591,,82.6,42
47,Акмолинская,2009,1144950,,80.9,43
46,Акмолинская,2009,1343308,,79.2,44
45,Акмолинская,2009,1541667,,77.5,45
44,Акмолинская,2009,1740025,,75.8,46
43,Акмолинская,2009,1938383,,74.1,47
42,Акмолинская,2009,2136742,,72.4,48
41,Акмолинская,2009,2335100,,70.7,49
40,Акмолинская,2009,2533459,,69.0,50
40,Актюбинская,2009,9092693,,70.0,41
41,Актюбинская,2009,9190966,,71.7,42
42,Актюбинская,2009,9289240,,73.4,43
43,Актюбинская,2009,9387514,,75.1,44
44,Актюбинская,2009,9485788,,76.8,45
45,Актюбинская,2009,9584062,,78.5,46
46,Актюбинская,2009,9682335,,80.2,47
47,Актюбинская,2009,9780609,,81.9,48
48,Актюбинская,2009,9878883,,83.6,49
49,Актюбинская,2009,9977157,,85.3,50
40,Алматинская,2009,428513,,71.0,41
41,Алматинская,2009,522743,,72.7,42
42,Алматинская,2009,616973,,74.4,43
43,Алматинская,2009,711203,,76.1,44
44,Алматинская,2009,805433,,77.8,45
45,Алматинская,2009,899663,,79.5,46
46,Алматинская,2009,993893,,81.2,47
47,Алматинская,2009,1088123,,82.9,48
48,Алматинская,2009,1182353,,84.6,49
49,Алматинская,2009,1276583,,86.3,50
40,Алматы,2009,1897770,,84.0,41
41,Алматы,2009,1935310,,85.7,42
42,Алматы,2009,1972851,,87.4,43
43,Алматы,2009,2010391,,89.1,44
44,Алматы,2009,2047932,,90.8,45
45,Алматы,2009,2085472,,92.5,46
46,Алматы,2009,2123013,,94.2,47
47,Алматы,2009,2160553,,95.9,48
48,Алматы,2009,2198094,,97.6,49
49,Алматы,2009,2235634,,99.3,50
40,Астана,2009,235735,,83.0,41
41,Астана,2009,238877,,84.7,42
42,Астана,2009,242020,,86.4,43
43,Астана,2009,245162,,88.1,44
44,Астана,2009,248305,,89.8,45
45,Астана,2009,251447,,91.5,46
46,Астана,2009,254590,,93.2,47
47,Астана,2009,257732,,94.9,48
48,Астана,2009,260875,,96.6,49
49,Астана,2009,264017,,98.3,50
40,Атырауская,2009,16304702,,72.0,41
41,Атырауская,2009,17049843,,73.7,42
42,Атырауская,2009,17794984,,75.4,43
43,Атырауская,2009,18540125,,77.1,44
44,Атырауская,2009,19285266,,78.8,45
45,Атырауская,2009,20030407,,80.5,46
46,Атырауская,2009,20775548,,82.2,47
47,Атырауская,2009,21520689,,83.9,48
48,Атырауская,2009,22265830,,85.6,49
49,Атырауская,2009,23010971,,87.3,50
40,ВКО,2009,6166373,,82.0,41
41,ВКО,2009,6304532,,83.7,42
42,ВКО,2009,6442691,,85.4,43
43,ВКО,2009,6580850,,87.1,44
44,ВКО,2009,6719010,,88.8,45
45,ВКО,2009,6857169,,90.5,46
46,ВКО,2009,6995328,,92.2,47
47,ВКО,2009,7133488,,93.9,48
48,ВКО,2009,7271647,,95.6,49
49,ВКО,2009,7409806,,97.3,50
40,Жамбылская,2009,700728,,74.0,41
41,Жамбылская,2009,712277,,75.7,42
42,Жамбылская,2009,723827,,77.4,43
43,Жамбылская,2009,735377,,79.1,44
44,Жамбылская,2009,746927,,80.8,45
45,Жамбылская,2009,758477,,82.5,46
46,Жамбылская,2009,770027,,84.2,47
47,Жамбылская,2009,781577,,85.9,48
48,Жамбылская,2009,793127,,87.6,49
49,Жамбылская,2009,804677,,89.3,50
49,ЗКО,2009,574939,,88.3,41
48,ЗКО,2009,598252,,86.6,42
47,ЗКО,2009,621565,,84.9,43
46,ЗКО,2009,644877,,83.2,44
45,ЗКО,2009,668190,,81.5,45
44,ЗКО,2009,691503,,79.8,46
43,ЗКО,2009,714815,,78.1,47
42,ЗКО,2009,738128,,76.4,48
41,ЗКО,2009,761441,,74.7,49
40,ЗКО,2009,784754,,73.0,50
40,Карагандинская,2009,12605449,,75.0,41
41,Карагандинская,2009,12629695,,76.7,42
42,Карагандинская,2009,12653942,,78.4,43
43,Карагандинская,2009,12678188,,80.1,44
44,Карагандинская,2009,12702435,,81.8,45
45,Карагандинская,2009,12726681,,83.5,46
46,Карагандинская,2009,12750928,,85.2,47
47,Карагандинская,2009,12775174,,86.9,48
48,Карагандинская,2009,12799421,,88.6,49
49,Карагандинская,2009,12823667,,90.3,50
40,Костанайская,2009,8494718,,76.0,41
41,Костанайская,2009,8534528,,77.7,42
42,Костанайская,2009,8574339,,79.4,43
43,Костанайская,2009,8614149,,81.1,44
44,Костанайская,2009,8653960,,82.8,45
45,Костанайская,2009,8693770,,84.5,46
46,Костанайская,2009,8733581,,86.2,47
47,Костанайская,2009,8773391,,87.9,48
48,Костанайская,2009,8813202,,89.6,49
49,Костанайская,2009,8853012,,91.3,50
40,Кызылординская,2009,1722275,,77.0,41
41,Кызылординская,2009,1857464,,78.7,42
42,Кызылординская,2009,1992653,,80.4,43
43,Кызылординская,2009,2127842,,82.1,44
44,Кызылординская,2009,2263031,,83.8,45
45,Кызылординская,2009,2398221,,85.5,46
46,Кызылординская,2009,2533410,,87.2,47
47,Кызылординская,2009,2668599,,88.9,48
48,Кызылординская,2009,2803788,,90.6,49
49,Кызылординская,2009,2938977,,92.3,50
49,Мангистауская,2009,14106991,,93.3,41
48,Мангистауская,2009,14851404,,91.6,42
47,Мангистауская,2009,15595818,,89.9,43
46,Мангистауская,2009,16340231,,88.2,44
45,Мангистауская,2009,17084645,,86.5,45
44,Мангистауская,2009,17829058,,84.8,46
43,Мангистауская,2009,18573471,,83.1,47
42,Мангистауская,2009,19317885,,81.4,48
41,Мангистауская,2009,20062298,,79.7,49
40,Мангистауская,2009,20806712,,78.0,50
49,Павлодарская,2009,12800708,,95.3,41
48,Павлодарская,2009,13350640,,93.6,42
47,Павлодарская,2009,13900571,,91.9,43
46,Павлодарская,2009,14450503,,90.2,44
45,Павлодарская,2009,15000434,,88.5,45
44,Павлодарская,2009,15550366,,86.8,46
43,Павлодарская,2009,16100297,,85.1,47
42,Павлодарская,2009,16650229,,83.4,48
41,Павлодарская,2009,17200160,,81.7,49
40,Павлодарская,2009,17750092,,80.0,50
49,Республика Казахстан,2009,99920108,,83.3,41
48,Республика Казахстан,2009,100187639,,81.6,42
47,Республика Казахстан,2009,100455170,,79.9,43
46,Республика Казахстан,2009,100722701,,78.2,44
45,Республика Казахстан,2009,100990232,,76.5,45
44,Республика Казахстан,2009,101257763,,74.8,46
43,Республика Казахстан,2009,101525294,,73.1,47
42,Республика Казахстан,2009,101792825,,71.4,48
41,Республика Казахстан,2009,102060356,,69.7,49
40,Республика Казахстан,2009,102327887,,68.0,50
40,СКО,2009,344665,,81.0,41
41,СКО,2009,349914,,82.7,42
42,СКО,2009,355164,,84.4,43
43,СКО,2009,360414,,86.1,44
44,СКО,2009,365664,,87.8,45
45,СКО,2009,370914,,89.5,46
46,СКО,2009,376164,,91.2,47
47,СКО,2009,381414,,92.9,48
48,СКО,2009,386664,,94.6,49
49,СКО,2009,391914,,96.3,50
49,Южно-Казахстанская,2009,1702811,,94.3,41
48,Южно-Казахстанская,2009,1786859,,92.6,42
47,Южно-Казахстанская,2009,1870907,,90.9,43
46,Южно-Казахстанская,2009,1954955,,89.2,44
45,Южно-Казахстанская,2009,2039003,,87.5,45
44,Южно-Казахстанская,2009,2123051,,85.8,46
43,Южно-Казахстанская,2009,2207099,,84.1,47
42,Южно-Казахстанская,2009,2291147,,82.4,48
41,Южно-Казахстанская,2009,2375195,,80.7,49
40,Южно-Казахстанская,2009,2459243,,79.0,50
59,Акмолинская,2010,284862,,101.3,51
58,Акмолинская,2010,314308,,99.6,52
57,Акмолинская,2010,343754,,97.9,53
56,Акмолинская,2010,373200,,96.2,54
55,Акмолинская,2010,402646,,94.5,55
54,Акмолинская,2010,432091,,92.8,56
53,Акмолинская,2010,461537,,91.1,57
52,Акмолинская,2010,490983,,89.4,58
51,Акмолинская,2010,520429,,87.7,59
50,Акмолинская,2010,549875,,86.0,60
59,Актюбинская,2010,9745936,,102.3,51
58,Актюбинская,2010,9782547,,100.6,52
57,Актюбинская,2010,9819157,,98.9,53
56,Актюбинская,2010,9855768,,97.2,54
55,Актюбинская,2010,9892378,,95.5,55
54,Актюбинская,2010,9928989,,93.8,56
53,Актюбинская,2010,9965599,,92.1,57
52,Актюбинская,2010,10002210,,90.4,58
51,Актюбинская,2010,10038820,,88.7,59
50,Актюбинская,2010,10075431,,87.0,60
59,Алматинская,2010,1173835,,103.3,51
58,Алматинская,2010,1195721,,101.6,52
57,Алматинская,2010,1217608,,99.9,53
56,Алматинская,2010,1239494,,98.2,54
55,Алматинская,2010,1261381,,96.5,55
54,Алматинская,2010,1283267,,94.8,56
53,Алматинская,2010,1305153,,93.1,57
52,Алматинская,2010,1327040,,91.4,58
51,Алматинская,2010,1348926,,89.7,59
50,Алматинская,2010,1370813,,88.0,60
50,Алматы,2010,2273175,,101.0,51
51,Алматы,2010,2293748,,102.7,52
52,Алматы,2010,2314321,,104.4,53
53,Алматы,2010,2334894,,106.1,54
54,Алматы,2010,2355467,,107.8,55
55,Алматы,2010,2376041,,109.5,56
56,Алматы,2010,2396614,,111.2,57
57,Алматы,2010,2417187,,112.9,58
58,Алматы,2010,2437760,,114.6,59
59,Алматы,2010,2458333,,116.3,60
50,Астана,2010,267160,,100.0,51
51,Астана,2010,278596,,101.7,52
52,Астана,2010,290032,,103.4,53
53,Астана,2010,301469,,105.1,54
54,Астана,2010,312905,,106.8,55
55,Астана,2010,324342,,108.5,56
56,Астана,2010,335778,,110.2,57
57,Астана,2010,347214,,111.9,58
58,Астана,2010,358651,,113.6,59
59,Астана,2010,370087,,115.3,60
59,Атырауская,2010,19275158,,104.3,51
58,Атырауская,2010,19773042,,102.6,52
57,Атырауская,2010,20270926,,100.9,53
56,Атырауская,2010,20768810,,99.2,54
55,Атырауская,2010,21266694,,97.5,55
54,Атырауская,2010,21764577,,95.8,56
53,Атырауская,2010,22262461,,94.1,57
52,Атырауская,2010,22760345,,92.4,58
51,Атырауская,2010,23258229,,90.7,59
50,Атырауская,2010,23756113,,89.0,60
50,ВКО,2010,7547966,,99.0,51
51,ВКО,2010,7721691,,100.7,52
52,ВКО,2010,7895416,,102.4,53
53,ВКО,2010,8069141,,104.1,54
54,ВКО,2010,8242866,,105.8,55
55,ВКО,2010,8416591,,107.5,56
56,ВКО,2010,8590316,,109.2,57
57,ВКО,2010,8764041,,110.9,58
58,ВКО,2010,8937766,,112.6,59
59,ВКО,2010,9111491,,114.3,60
50,Жамбылская,2010,816227,,91.0,51
51,Жамбылская,2010,922611,,92.7,52
52,Жамбылская,2010,1028996,,94.4,53
53,Жамбылская,2010,1135381,,96.1,54
54,Жамбылская,2010,1241765,,97.8,55
55,Жамбылская,2010,1348150,,99.5,56
56,Жамбылская,2010,1454535,,101.2,57
57,Жамбылская,2010,1560919,,102.9,58
58,Жамбылская,2010,1667304,,104.6,59
59,Жамбылская,2010,1773689,,106.3,60
50,ЗКО,2010,551627,,90.0,51
51,ЗКО,2010,596243,,91.7,52
52,ЗКО,2010,640859,,93.4,53
53,ЗКО,2010,685475,,95.1,54
54,ЗКО,2010,730092,,96.8,55
55,ЗКО,2010,774708,,98.5,56
56,ЗКО,2010,819324,,100.2,57
57,ЗКО,2010,863941,,101.9,58
58,ЗКО,2010,908557,,103.6,59
59,ЗКО,2010,953173,,105.3,60
50,Карагандинская,2010,12847914,,92.0,51
51,Карагандинская,2010,12907879,,93.7,52
52,Карагандинская,2010,12967845,,95.4,53
53,Карагандинская,2010,13027811,,97.1,54
54,Карагандинская,2010,13087777,,98.8,55
55,Карагандинская,2010,13147743,,100.5,56
56,Карагандинская,2010,13207708,,102.2,57
57,Карагандинская,2010,13267674,,103.9,58
58,Карагандинская,2010,13327640,,105.6,59
59,Карагандинская,2010,13387606,,107.3,60
50,Костанайская,2010,8892823,,93.0,51
51,Костанайская,2010,9385878,,94.7,52
52,Костанайская,2010,9878933,,96.4,53
53,Костанайская,2010,10371988,,98.1,54
54,Костанайская,2010,10865043,,99.8,55
55,Костанайская,2010,11358099,,101.5,56
56,Костанайская,2010,11851154,,103.2,57
57,Костанайская,2010,12344209,,104.9,58
58,Костанайская,2010,12837264,,106.6,59
59,Костанайская,2010,13330319,,108.3,60
59,Кызылординская,2010,2231329,,109.3,51
58,Кызылординская,2010,2324978,,107.6,52
57,Кызылординская,2010,2418626,,105.9,53
56,Кызылординская,2010,2512275,,104.2,54
55,Кызылординская,2010,2605924,,102.5,55
54,Кызылординская,2010,2699572,,100.8,56
53,Кызылординская,2010,2793221,,99.1,57
52,Кызылординская,2010,2886869,,97.4,58
51,Кызылординская,2010,2980518,,95.7,59
50,Кызылординская,2010,3074167,,94.0,60
59,Мангистауская,2010,6024627,,110.3,51
